533 2522 -2949 246 30549 0 5
533 2804 -2981 247 30085 0 3
533 3411 -3085 295 30083 0 2
533 3071 -2983 268 30071 0 4
533 2798 -3110 268 29912 0 0
533 2788 -3535 251 17231 0 1
533 2961 -3433 299 16998 0 3
533 3762 -5116 144 16980 0 0
533 2782 -3088 268 16803 0 1
533 3350 -3620 261 16506 0 5
533 3360 -3620 261 16505 0 5
533 2534 -3515 268 16447 0 4
533 2936 -3370 299 16419 0 2
533 3224 -3217 317 16400 0 1
533 3129 -3313 294 16375 0 4
533 2854 -3252 299 16365 0 5
533 2889 -3628 274 16297 0 1
533 2896 -3482 298 16244 0 4
533 2895 -3476 298 16243 0 3
533 2835 -3751 275 16236 0 5
533 3488 -2911 320 16218 0 4
533 2705 -3238 268 16216 0 1
533 2703 -3187 268 16215 0 0
533 2756 -3113 268 16211 0 1
533 2725 -3222 268 16194 0 1
533 2914 -3280 299 16193 0 1
533 2569 -3530 268 16168 0 3
533 2844 -3334 299 16167 0 1
533 2887 -3314 299 16165 0 2
533 2557 -3374 268 16164 0 2
533 2788 -2985 241 16163 0 3
533 2906 -2983 268 16156 0 6
533 2915 -3215 274 16154 0 5
533 2906 -2990 268 16146 0 1
533 2913 -2982 268 16145 0 4
533 2692 -3431 269 16137 0 2
533 3123 -3152 343 16082 0 6
533 2877 -3153 274 16067 0 5
533 2515 -2955 246 16065 0 6
533 2519 -2951 246 16064 0 5
533 2525 -2945 246 16063 0 5
533 2765 -3088 268 16061 0 0
533 2641 -3387 286 16060 0 6
533 2764 -3769 274 16057 0 2
533 2866 -3791 275 16056 0 1
533 2863 -3693 282 16037 0 0
533 2858 -3679 279 16036 0 2
533 2740 -3884 295 16034 0 6
533 3004 -3149 295 16029 0 6
533 3305 -3232 295 16028 0 3
533 3265 -3358 293 16025 0 2
533 3136 -3235 295 16024 0 2
533 3011 -3249 295 16022 0 2
533 3005 -3247 295 16021 0 1
533 3008 -3241 295 16020 0 5
533 3073 -3367 299 16018 0 4
533 3108 -3282 295 16017 0 5
533 2910 -3997 275 16011 0 1
533 3748 -5113 143 15990 0 3
533 3385 -3677 260 15981 0 2
533 3376 -3679 260 15980 0 2
533 3453 -3530 268 15979 0 4
533 3147 -3641 288 15978 0 1
533 3453 -3693 295 15977 0 2
533 3452 -3618 268 15976 0 2
533 3446 -3532 268 15975 0 4
533 3448 -3524 268 15974 0 2
533 3307 -3476 288 15956 0 3
533 2685 -3503 262 15954 0 0
533 3353 -3620 261 15953 0 5
533 3508 -3918 298 15952 0 2
533 2795 -3708 277 15936 0 2
533 3277 -3164 298 15932 0 4
533 3176 -3306 320 15931 0 3
533 3514 -2985 313 15930 0 4
533 3455 -2927 313 15929 0 4
533 3510 -2932 304 15928 0 4
571 5373 2787 410 39173 0 3
571 5373 2787 410 39172 0 3
571 5906 2056 637 38505 0 4
571 3441 -4654 236 38453 0 2
571 5699 616 647 38294 0 1
571 5563 53 149 38032 0 2
571 5700 2144 799 37967 0 2
571 5679 2167 801 37965 0 6
571 5765 734 654 37942 0 3
571 5937 509 651 37941 0 2
571 5939 618 651 37780 0 2
571 8106 772 482 37742 0 1
571 5797 694 659 36945 0 0
571 5798 692 659 36856 0 0
