530 9617 -7182 15 38043 0 2
530 -1792 4835 6 38030 0 4
530 -3990 -11355 -122 35601 0 4
530 -1978 5268 -41 35597 0 4
530 -1758 5268 -40 35596 0 5
530 -674 2741 94 35101 0 5
530 -678 2736 94 35100 0 5
530 80 2721 87 35099 0 4
530 77 2722 87 35093 0 4
530 -1765 5258 -38 35026 0 5
530 -1965 5259 -38 35022 0 4
530 -1959 5259 -38 35002 0 5
530 -1972 5267 -38 35001 0 4
530 -1763 5263 -38 35000 0 6
530 -1774 5255 -38 34999 0 5
530 -3961 -11390 -120 34986 0 3
530 9306 -7211 17 34787 0 6
530 9282 -7207 17 34786 0 6
530 -3958 -11863 1 34785 0 3
530 -3981 -11861 2 34783 0 4
530 6978 -7337 41 33711 0 5
530 -1713 5649 129 33684 0 4
530 -1709 5649 130 33683 0 3
530 -1896 5670 129 33682 0 6
530 -1709 5643 130 33681 0 3
530 -1891 5665 128 33680 0 6
530 -1854 5663 129 33679 0 3
530 -1752 5649 130 33678 0 6
530 -1752 5641 130 33677 0 0
530 -1858 5660 128 33676 0 3
530 -1749 5646 129 33675 0 6
530 -1738 5628 129 33674 0 6
530 -2255 5561 68 33642 0 6
530 -2026 5603 55 33641 0 5
530 -2128 5367 55 33640 0 2
530 -2093 5633 51 33639 0 4
530 -2121 5405 54 33638 0 4
530 -2128 5374 54 33637 0 1
530 -2028 5598 54 33636 0 5
530 -2024 5598 54 33635 0 4
530 -2042 5562 55 33634 0 1
530 -2124 5410 55 33633 0 5
530 -2044 5567 54 33631 0 1
530 -2091 5634 51 33630 0 1
530 -2270 5576 68 33623 0 5
530 -2275 5571 68 33621 0 6
530 -2265 5577 68 33619 0 5
530 -2267 5573 68 33618 0 6
530 -2272 5568 68 33617 0 6
530 -2275 5564 68 33616 0 6
530 -2271 5561 68 33615 0 6
530 -2268 5565 68 33614 0 6
530 -2264 5572 68 33613 0 6
530 -2262 5575 68 33612 0 6
530 -2258 5573 68 33611 0 6
530 -2260 5568 68 33610 0 6
530 -2266 5558 68 33609 0 6
530 -2264 5562 68 33608 0 6
530 225 2843 145 30735 0 2
530 -792 2746 156 30734 0 1
530 -3883 -11485 -135 30732 0 5
530 9966 -7247 33 30727 0 3
530 224 2843 145 30722 0 2
530 -781 2744 156 30721 0 2
530 -3882 -11489 -136 30716 0 5
530 9959 -7243 33 30710 0 2
530 -1771 5254 -38 30587 0 5
530 -1958 5258 -38 30586 0 5
530 9847 -7571 20 30584 0 1
530 -3961 -11388 -120 30581 0 3
530 -4039 -11923 -1 29442 0 5
530 9348 -7287 15 29441 0 3
530 9990 -7043 46 29339 0 4
530 2971 3751 145 29145 0 5
530 -1786 5433 -12 29087 0 0
530 3046 3701 144 28344 0 4
530 2958 3679 145 28343 0 1
530 -1784 5560 -12 28318 0 5
530 7592 -6776 87 27946 0 5
530 -1889 5770 130 27711 0 5
530 -1845 5506 -12 27667 0 5
530 -1830 5501 -12 27666 0 4
530 13013 -6911 10 26560 0 2
530 -2161 6635 1 26383 0 1
530 12913 -6880 8 26253 0 2
530 -358 1194 42 26223 0 5
530 -119 1229 38 26222 0 4
530 12687 -6943 37 26092 0 4
530 12679 -6972 37 26091 0 2
530 12669 -6955 37 26090 0 6
530 12687 -6973 37 26089 0 2
530 -1961 5170 -37 25992 0 1
530 -1961 5177 -37 25991 0 0
530 12943 -6975 19 25977 0 3
530 12938 -6971 19 25976 0 6
530 -1748 5160 -37 25967 0 6
530 12670 -6914 5 25953 0 6
530 12847 -7017 19 25950 0 1
530 205 7693 24 25947 0 2
530 -2546 4274 20 25942 0 1
530 -3060 2400 62 25938 0 5
530 -1216 7483 23 25937 0 3
530 34 2590 70 25934 0 4
530 7701 -6838 78 25933 0 1
530 9385 -6772 15 25931 0 3
530 2279 6137 137 25926 0 4
530 2928 3692 144 25918 0 2
530 3116 3750 143 25913 0 6
530 174 6029 22 25912 0 1
530 -3016 4160 4 25907 0 3
530 -3938 2049 96 25905 0 6
530 -2525 7563 -1 25903 0 5
530 -526 2329 40 25900 0 4
530 -2252 -11899 28 25891 0 4
530 2035 6600 137 25889 0 5
530 -4225 -12317 3 25888 0 4
530 -1918 5334 -12 25885 0 3
530 -2257 8685 -6 25882 0 5
530 -1826 5442 -11 25661 0 3
530 -1461 4992 -9 25580 0 5
530 13182 -7046 8 25236 0 6
530 12736 -6631 3 25225 0 3
530 9841 -7516 -7 25223 0 1
530 9494 -7332 15 25207 0 1
530 9495 -7327 15 25202 0 4
530 9493 -7328 15 25200 0 6
530 -2017 5582 54 25196 0 3
530 -1713 5645 129 25195 0 3
530 12711 -6830 5 25192 0 4
530 13011 -6918 10 25175 0 3
530 12799 -6985 48 25174 0 2
530 12940 -6973 19 25172 0 4
530 12938 -6976 19 25170 0 1
530 12942 -6970 20 25169 0 4
530 -1854 5434 -10 25167 0 4
530 13005 -6907 10 25164 0 3
530 12833 -7005 72 25163 0 4
530 12925 -6875 8 25162 0 6
530 12989 -6935 22 25161 0 1
530 12165 -7066 73 25160 0 1
530 12221 -7097 25 25158 0 3
530 12775 -6703 2 25157 0 1
530 12584 -6916 5 25156 0 3
530 -1825 5459 -12 25155 0 4
530 12186 -7337 4 25154 0 3
530 -1895 5465 -12 25153 0 5
530 9494 -7329 29 25152 0 1
530 9495 -7331 29 25151 0 0
530 9492 -7334 29 25150 0 5
530 9492 -7327 29 25149 0 1
530 9494 -7333 29 25148 0 6
530 6795 -7709 128 25145 0 5
530 12449 -7358 45 25144 0 3
530 -1810 5305 -12 25143 0 2
530 -1987 5439 -12 25142 0 2
530 -1763 5342 -12 25141 0 4
530 -1781 5325 -12 25140 0 2
530 -1837 5317 -12 25138 0 3
530 -1793 5341 -12 25137 0 5
530 -1791 5343 -12 25136 0 5
530 -1792 5301 -20 25135 0 2
530 -1845 5315 -12 25134 0 2
530 12784 -6882 14 25133 0 4
530 12650 -7228 33 25132 0 4
530 12732 -6910 13 25112 0 2
530 12704 -6985 26 25108 0 6
530 -3000 2620 77 25099 0 5
530 13272 -7145 5 25092 0 4
530 13318 -6989 5 25091 0 3
530 13201 -7048 4 25090 0 3
530 12809 -7091 8 25088 0 5
530 13281 -7146 5 25087 0 3
530 12530 -7404 2 25084 0 1
530 12109 -7365 1 25073 0 4
530 12673 -6943 37 25069 0 5
530 12914 -7017 29 25063 0 1
530 12791 -6887 14 25061 0 3
530 12132 -7393 1 25060 0 6
530 13009 -6916 10 25059 0 2
530 12791 -6883 14 25057 0 4
530 -4106 -11296 12 25056 0 3
530 -4094 -11296 17 25050 0 3
530 12689 -6645 5 25049 0 4
530 12664 -6985 15 25046 0 5
530 12782 -6983 16 25045 0 2
530 12806 -7032 21 25043 0 1
530 12846 -7006 19 25039 0 3
530 12783 -6976 16 25037 0 2
530 12817 -7005 19 25036 0 2
530 12689 -6964 16 25035 0 2
530 12792 -6875 14 25034 0 4
530 11767 -7097 56 25033 0 2
